1,022212183,-0,067254273
1,102810613,0,104420027
1,080698923,0,097135035
0,960665523,0,299702497
1,007170586,-0,032755328
0,935936414,-0,021351002
0,870764882,-0,022071308
0,941279749,0,055451055
0,995743478,0,070335115
1,116964984,0,045572342
1,034713002,0,011814545
1,169237036,-0,036652561
0,95031851,-0,003107586
0,908387547,-0,188813939
1,016529584,-0,132275472
0,961968323,-0,039606043
0,884055799,0,049292418
1,027267884,-0,014363619
1,015242243,0,03785884
0,929402228,0,037458153
1,013123824,-0,071990985
0,918034158,0,084864601
0,875083654,-0,117829769
0,909246192,-0,237178801
1,124930617,-0,07499567
0,851458634,0,017728568
1,0635241,-0,024312326
0,953305091,0,046475872
0,993817394,0,020198365
0,968911711,-0,03407385
1,04258756,-0,00136638
0,906824146,0,151706524
0,835234608,0,086017095
1,04229595,0,218657879
0,957112578,-0,037285298
1,08123612,0,133883229
0,807352384,0,001010266
1,028237778,-0,039682898
0,993252145,-0,029970657
1,002327926,0,070516352
1,02855313,0,072286403
1,097766025,-0,111613045
1,043266069,-0,14782663
0,89033685,0,092588082
1,017678627,0,070886664
1,055608093,0,006279323
1,016257786,-0,006669242
0,965547139,-0,001589186
1,033604164,-0,001701393
0,95152766,0,050032565
1,159295405,0,061942697
1,03338708,0,068992537
0,987758338,-0,055384658
1,033188946,-0,164682658
1,097223607,0,16740721
0,919728712,-0,118959733
0,861321868,-0,002174617
0,808127409,0,125674206
0,888453507,0,118562292
1,022450905,0,083504284
1,017784302,-0,009379826
1,031343555,0,037333623
1,097431556,-0,035524681
1,056969401,-0,073014576
0,885491356,0,032867688
0,924280765,-0,09227041
1,100950106,-0,023947376
1,097378348,-0,125243543
0,957685156,0,094194732
0,99296555,0,161965183
0,883203571,-0,009404259
0,887967596,-0,133699794
0,845721085,0,122226702
1,038595821,0,142577038
1,036016627,0,069001114
1,015494889,0,101840846
1,158788715,0,007964925
1,198109741,-0,020120653
1,003266745,-0,057749811
0,925210827,0,064956578
1,163400228,0,031420997
0,933682654,-0,034551119
0,990078451,0,033179716
0,80727021,0,010162634
0,911848706,0,099496095
0,943901512,0,172608816
0,98724289,0,072217788
0,884158436,-0,006666534
1,032403159,-0,031509474
0,926108928,-0,006747872
1,115307543,0,143066654
1,160420881,0,064439251
1,033736882,-0,021159524
1,029494428,0,058427127
0,886489286,-0,077259445
0,943959808,0,012941025
1,137695889,-0,033124118
1,028503765,0,024727541
1,040624397,-0,004369529
0,831858367,0,114475071
0,030005362,1,07273914
-0,083439042,1,011264723
-0,065945109,1,237747482
-0,031836629,0,999584067
-0,073571141,1,144152969
-0,041369311,1,107704346
0,042290661,1,12944158
-0,229908968,1,023350016
-0,082608608,1,004426545
-0,096097959,0,986657991
0,019631034,1,236378254
-0,028787087,1,030558762
-0,145391767,0,887386202
0,02780848,1,00511509
-0,106852199,0,956251062
-0,203365318,0,733143651
-0,154964912,1,027856373
0,089235791,1,153850716
0,128732317,1,034756198
0,027378179,1,11177562
0,040709126,1,00780069
0,021691594,1,074541881
0,064822177,0,878976678
-0,023819821,1,155007693
-0,035551874,0,890900048
-0,208811567,1,073359735
0,138889711,0,956189937
0,037626585,0,887840456
0,111438747,1,152694153
-0,117955495,1,099236385
0,008289643,1,107408006
0,109303036,1,011823855
0,041982949,0,965956845
0,056808382,1,095239563
-0,077607603,0,842696708
-0,044789541,0,939367547
-0,106478785,1,036904021
-0,205014019,1,178778725
-0,1420539,1,063088787
-0,022131489,0,871147218
-0,128156942,0,893201783
0,06882346,0,921235936
-0,176572968,0,99671788
-0,04944307,1,077749142
-0,045654416,1,11982024
0,203485543,1,11961023
0,085703211,0,88877533
-0,063668065,1,068470717
-0,131508386,1,072181595
0,010770079,0,970775023
0,054741336,0,975340793
0,042772334,0,925624066
0,038919769,1,012529134
-0,018820358,0,935902708
-0,17345275,1,010287056
-0,208489785,1,174138546
-0,000582352,0,978130858
-0,045004292,0,946397778
-0,045712713,0,75116224
-0,025804917,0,965771328
0,150200486,1,091971669
-0,205975788,1,089941892
-0,06051987,1,127258559
0,08859491,1,035199195
0,21835327,0,92185972
-0,066942167,1,026138601
-0,105267766,1,147298485
-0,053042096,1,009718278
-0,009294813,0,891604063
-0,05547042,1,006094873
-0,024438174,0,944476207
-0,020851211,1,085366715
0,217987429,1,064205617
0,278180541,0,969305102
0,050583662,1,051951909
0,045590829,0,97282106
-0,104424905,1,028561447
0,231687763,1,006258527
0,155683744,0,929287192
0,026599911,1,105957275
-0,099169118,0,892352234
0,050552174,1,047344942
0,02736011,0,851731413
0,108014261,1,090419716
0,104536362,0,950734633
0,034369475,1,044694321
-0,120848088,0,992465588
-0,177868856,0,932793032
0,050377679,0,987677849
-0,125375399,1,14869598
-0,117092807,1,22818823
0,034477539,0,989107807
0,067571622,0,98411455
0,036907085,0,929623521
0,072382094,0,939748866
-0,018252158,1,039777848
0,09191591,1,172415249
0,014466335,1,164597557
-0,094310374,0,754376723
0,087053092,0,92930234
1,2394374,1,021113852
0,939151996,1,121824373
0,908543595,0,962677568
1,034410957,1,170116558
1,123268755,0,931902464
0,964240966,0,936857046
1,049109217,1,089594806
1,061983032,1,075414001
1,155789948,0,941589686
0,850490232,1,059918028
1,063433146,0,999604313
0,939041906,0,847041128
0,967749755,0,959831712
0,945777554,0,862606465
0,829051782,1,019090701
0,902952477,0,907008593
0,796505351,1,152909604
1,023540567,1,122455736
1,021724632,0,951220226
0,924193126,0,976751897
1,098073257,1,088939858
1,178550311,0,914227522
0,893025612,1,070994186
1,145886443,0,85823853
0,934058379,0,9110075
0,958444924,0,853614971
0,92790628,1,214714227
0,92019924,0,81746624
1,040665172,1,107189876
1,047415676,0,932820329
0,992423779,1,062908206
1,056340208,0,991936341
1,160666997,1,052633999
1,025146229,1,125747569
1,04140007,1,120467285
0,871037796,0,873672014
0,840374539,0,853666705
1,097524117,0,992802935
1,023432485,0,895398151
0,893199678,0,833815921
0,925023894,0,972915816
1,042127139,0,900548082
1,111864735,1,091982535
1,006872306,0,888785414
1,035529247,1,157754592
0,901205206,1,11608592
1,027944171,0,995357744
1,216802277,1,027051134
0,9878367,0,930611368
0,92191453,0,877722393
1,084966024,1,08252669
0,884428541,1,021591344
0,990312485,1,113888323
1,100334312,1,010587216
1,005916293,1,022231539
0,815061685,0,916074816
0,867042544,0,968858623
1,031485816,1,067385675
1,066921732,0,921429552
1,146756435,1,10386113
0,980166452,1,028018939
0,828502398,1,017726761
0,993072293,0,856868214
1,0170788,1,041379392
0,939861935,0,866054375
0,945885282,1,16775216
0,956113744,1,01712164
1,019402122,0,911158531
0,952260047,1,151412612
1,174407714,1,042006906
1,085034274,1,068332222
1,128377684,0,943246432
1,119916759,1,097091222
0,865378132,0,870316263
0,939417644,1,127939004
1,138268645,1,036332716
1,037820964,1,084675848
1,122662618,0,970837069
1,032506722,0,990605977
0,934687374,0,960660365
0,837016689,1,096311344
1,015614001,1,178066646
1,055606919,0,960650708
1,188148595,0,997837704
0,989844428,1,045430484
1,003910245,0,927619126
0,972614263,1,026793078
1,034908571,0,923184746
0,947632333,0,879411233
1,057365153,0,914177821
0,91969195,0,769452935
0,967852578,0,925326156
1,040655741,1,007847237
0,956433833,1,05739051
1,00810934,0,920238652
0,998894832,1,159879629
0,858330591,1,008131827
0,95038297,1,062325728
0,75481887,1,035166556
1,014135066,0,962209588
-0,01948174,0,138409204
0,091888202,-0,115564447
0,064963679,-0,09278321
-0,01834738,0,18569557
-0,121780229,0,003853428
0,00750568,-0,048177522
-0,039741795,0,061708327
-0,00088666,0,068459526
0,140851214,-0,026035448
-0,018944943,0,143562568
0,033946732,0,063169815
0,208364702,-0,091845852
0,141721637,-0,096263712
0,076718702,-0,04933836
-0,035812706,0,017428145
0,045473613,-0,052557886
0,080416077,0,028862091
0,01243004,-0,027674845
-0,017448156,-0,07611256
0,052752696,0,257692745
0,03889273,-0,002700713
-0,005257791,-0,001613318
-0,014731133,0,106722548
0,060898013,-0,10481116
0,030889699,0,031379562
-0,025585445,0,063552376
0,005094004,0,024365195
-0,004628589,-4,54E-05
0,085459575,0,081096398
-0,033588726,-0,053967815
-0,116114621,0,101721603
0,03466459,-0,128339913
0,062695344,-0,111819185
0,129108208,0,031625712
-0,106113574,0,068486476
-0,035699305,-0,066305674
-0,095410819,-0,146516952
0,123585451,-0,112595151
0,180364124,0,119758384
0,092761019,0,06168664
