1,022212183,-0,067254273,-1,132344635,-0,855445727,-0,439937376,0,339739238,0,620455825,-0,432326758,-0,516416196,1,086857256,-0,494935923,-1,453037856,0,895826575,-0,316998828,-0,763497183,-1,428373986,-0,467043575,1,734645932,-0,81761592,-0,316422663,1,112420946,0,18734148,3,200705912,1,361677297,0,916520547,1,39038804,0,064071429,-0,012347229,0,765696602,1,662993551,0,542368325,2,418402488,0,2082181,1,506036321,0,514682877,0,032289403,-1,186259963,-1,197857718,0,698734775,2,478017165,0,494900789,0,393514292,-0,217410946,-1,065743958,-0,277018653,-0,978696116,-0,160517049,-0,43151374,-0,391967066,-0,904533521,-1,170141433,-0,086851067,0,725599418,1,304130273,-1,668632274,-0,487685326,-0,958037888,-1,358307917,0,052940568,0,123440235,-0,060703113,0,93545809,-0,47225848,1,317026473,-0,155016724,0,745921876,-0,309459154,0,928700494,2,090742877,0,567228821,-0,357905159,-0,300411744,0,144439236,2,259875288,0,7544511,0,039872522,-0,1416663,-1,212564566,-0,5739126,0,084482525,0,886255206,2,682763222,0,428201711,0,361643244,0,512260123,-0,638622706,0,349228807,-0,160323592,0,957461811,-1,246664094,0,903330094,1,140465532,0,758995299,0,104584769,0,489097905,1,819505744,1,542288055,0,455592166,-0,4925244,1,055016914,0,883830077,-0,355238502,-0,095610505,0,100946325,0,329391722,-0,554148144,-1,672400997,-0,614665118,-1,936349591,-1,916110212,-1,181718627,-1,954636302,0,86996945,0,276349678,1,508498248,0,342942767,1,307317186,0,67464712,0,265481227,-0,027374857,-0,551876834,1,421080739,1,276920215,1,251040152,-0,530880689,0,229743658,-1,121890053,-0,649663885,-0,358151314,-0,32943131,-0,554503236,0,428189473,-0,961062237,0,368469873,-2,833697272,-0,947435949,0,085913533,-0,16945526,-0,238840117,-0,657855553,2,079775918,1,041660392,0,097488816,-0,323553255,-0,947226314,1,818349215,0,713229613,0,207397853,-0,606719602,-1,694615643,0,924914937,2,246864107,-1,322378072,0,903595033,-0,850002421,0,984480439,-2,073407453,0,182938458,-0,269614879,-1,76425763,0,1168024,2,037821039,0,877599826,0,765611138,-0,099108021,1,188317178,-1,604919157,1,661927958,-2,061494665,-0,175805494,1,633122863,-0,75052959,1,995717764,-0,084427505,0,018417542,-0,531220262,-0,759288484,-0,470054296,0,203550908,1,132755499,-0,649665768,0,580696839,0,990312592,0,550024427,-0,471669203,-0,847749021,1,000271333,-1,630634884,0,239002539,-0,653103171,-0,998214353,-0,706688966,0,020140559,-0,970756046,-1,530784012,0,536208289,0,220699106,0,193068901,0,891531932,-0,731551509
1,102810613,0,104420027,0,808958035,0,303095284,-0,504970884,1,283934466,-1,506969292,0,718103129,-2,343986924,0,351125128,0,71477862,1,259180208,1,524698586,0,225124443,0,14575515,-0,101000405,1,371528851,-0,535925956,-0,025180173,0,144182593,-0,804397061,-0,353073611,-1,141905144,0,903813741,-1,004601188,-0,48472673,-1,356511065,-0,608182,2,168576575,-0,12376686,-1,735355178,0,933673408,0,167517527,-0,09352949,-1,42591923,-1,007968519,-0,718876548,0,396896444,1,86981873,0,279074362,-0,999071777,-0,341153519,0,561972837,-0,323121066,-0,115821166,1,964160637,-0,274150525,-0,979320476,1,061863442,-0,188114135,-0,299320071,1,800346981,-0,739232876,-0,081580005,0,353811114,-0,43254031,-1,015219655,1,13343858,-0,598765538,-0,299915811,-0,496081635,1,278172213,2,014924547,-0,704701183,-2,189811413,-1,059666639,0,446589554,0,179602634,0,752739317,0,479431385,-0,767500204,0,749722247,-0,556303503,1,894447906,1,429747207,-0,610707487,0,746253362,-0,799014396,-0,83548482,0,192163487,1,43142398,-0,131185078,1,083999141,0,235021226,0,013720276,0,076643263,0,638043815,0,3383357,1,394116712,1,739386451,1,647109662,-2,408705433,-0,200124373,-0,426633655,-1,249594847,-0,102704606,0,010844356,0,160322454,-1,117067255,-1,227353528,-0,448189076,0,681634169,-0,993246315,0,147616919,-0,305453065,0,176038807,1,449932395,-1,94603865,-1,018675646,0,479607207,-0,406512133,-0,016147986,1,389581557,0,610767035,0,657549995,-0,017302087,-1,440965097,2,10023814,0,293279423,-0,417103001,-0,284056059,-0,989831449,-0,778211809,1,004079745,0,255914675,0,973547008,-0,984786716,-1,572043174,0,339279085,-0,745451854,1,861596809,-0,270415218,-0,998286999,0,339440083,-0,830810983,-2,235713761,0,880931632,1,289431957,-1,149338804,1,226962737,-3,124958031,0,314938731,-0,370101103,-1,621484369,-0,610541678,-0,153272068,0,769086695,1,818529309,-0,021681508,-0,213540992,0,057648853,-0,681177582,-1,304841909,0,299414882,0,208536936,0,57380661,0,233250017,-0,139760592,0,295105807,0,203506747,-0,549953024,1,393630203,0,826146247,-0,597654558,0,809451601,0,09444735,-0,503645795,-0,160990703,0,252349252,0,581852438,1,142606475,1,356871773,-1,163956359,0,745327908,-0,634257751,1,270408036,-0,645838318,1,632092282,0,121673722,-0,805885276,-1,16107046,0,06072536,1,363871279,-0,233265177,-0,354268353,1,17054292,0,055824028,0,277841004,0,124686198,-0,863188084,0,907025377,0,857788868,1,283745637,1,552144857,-0,01045574,-2,004533925,0,829390257,0,863401122,-1,372886255,1,193148861
1,080698923,0,097135035,-0,64998449,1,773445589,0,269507503,0,400033827,-2,562770653,-1,451150245,0,492218689,-0,551329941,1,562315456,0,693053229,-0,200996455,0,320017372,0,995660197,-0,104024745,0,411602759,0,72429767,0,992542519,-0,399587061,-1,016932746,-0,257087295,-1,691222459,-0,806196281,2,084767473,0,403739732,-0,580918541,-1,530025532,-0,028761422,-0,090532528,-0,949189736,0,037323858,-1,561604165,0,497810244,1,117093612,0,197335605,-1,31106226,0,178600213,-0,481251509,-0,112879307,1,407664805,-1,184797613,-0,095081166,0,757562564,-0,637906517,-0,821290529,-1,204310374,0,275942494,0,566008458,-1,915720811,-0,20282541,1,101354418,0,459653054,2,258902581,-0,127411917,-0,704581205,0,731297415,-0,598001045,-0,658554337,1,614193636,-1,291350507,-0,491307112,-0,824730927,1,754663905,-0,754457315,1,011773954,0,857736369,1,154151055,-2,455901437,-0,059585745,-1,181760711,0,856659325,-0,297711999,-0,822012941,-0,016708655,-1,569630334,-0,306619475,2,028834707,-1,127934276,1,148216322,0,0595636,-0,054844154,1,538404744,-1,114489633,0,725321904,0,103815944,-1,066198015,1,137119964,-0,539613388,-0,953096499,-0,113342948,-2,416557161,-2,094155409,-1,29491679,-1,245537304,1,527139466,0,149102563,-0,560674453,-1,079570767,-0,372387126,1,555417605,0,405534551,0,564678789,0,2508837,-0,337190755,-1,494425695,-2,756228266,1,134685005,-0,701379868,-0,451108897,-0,804019393,-0,989683936,0,155746592,-1,135067073,1,654138901,2,046934,0,097323142,0,531190857,-0,290349028,-1,182996844,-0,408898146,-0,218746926,0,787932471,-0,818126681,0,312125967,0,713280192,1,217408749,-1,923019762,-0,251885107,-0,272497178,1,220096137,1,90899129,0,810760588,1,12656647,0,915726014,-1,345971007,0,697168846,-0,306918773,-1,500112851,0,489703143,-0,694983197,-2,572279216,-0,024983171,0,952758414,-3,141059454,2,850285636,-0,408162818,-1,439431951,2,996784356,-0,303963374,-0,739869819,0,570345868,-0,87076415,-1,523912228,-0,95484756,-0,724422437,-1,572441453,-1,217075543,1,143717903,1,779545854,-0,349999127,0,415831832,-0,734529958,0,044315246,-0,203951356,0,848243732,0,544095734,-0,783353259,-0,433016463,-2,257171113,-1,343626376,1,031775036,-0,173447763,-0,801512424,0,008615916,0,264212221,-0,63004577,0,93062785,-1,9051106,-0,102945996,1,645714579,-0,094904724,0,540219767,1,388738832,-0,470116387,-0,926462248,-0,04392404,0,176879515,0,652053952,-1,300408866,0,18592104,1,246047183,0,790236585,-0,418906149,-0,061229164,1,301108757,-1,06690403,1,117342941,0,499125314,1,011470365
0,960665523,0,299702497,-1,121005735,-0,00238246,1,038146664,-1,019390547,-0,089137556,-0,189127134,0,154422336,-1,067862791,1,784999701,-1,280671601,1,709007513,-0,770139962,-0,163184114,0,174778873,0,818303481,-0,247788716,0,027404527,2,212222943,-1,994429314,0,856898546,-0,053032676,-0,287224457,0,907699773,-0,645246941,-0,136021938,0,45447134,-0,386417956,0,624139267,-1,313740314,-0,981734982,-0,682695272,-1,306955476,-1,661112587,-0,598126422,-1,956160955,-0,865268782,0,575295607,0,333955844,1,425141729,-0,432291121,-1,205272622,-0,267545182,-2,1647084,0,090388682,0,394991523,-0,448263393,0,740896276,0,105409322,0,68998056,0,198124072,0,577144867,0,80962899,0,557176142,0,006434609,-1,117063084,0,042675859,0,324744003,-1,683506672,-0,057600031,1,659144536,0,302235323,-0,423765519,-1,831699106,-0,903260209,-0,504005239,-1,584880226,-0,56319491,1,646233764,0,832382566,-0,609381587,1,352976782,0,012268216,-0,664257273,0,861080152,-0,835082133,0,653171772,-0,493090202,0,96308575,0,059909304,-1,45056954,0,45388145,-0,023238166,0,322191281,-0,181915356,-0,282715269,0,321394746,-1,00493994,0,921416081,-1,401065575,1,454661124,-0,978819793,-0,540588873,-0,073935513,0,662178647,-0,498754597,1,044564739,-1,149954468,-0,388214023,-2,175355582,-1,036173106,0,193153932,1,007732821,0,299837685,0,434000976,0,741908965,-1,092170766,-0,631469139,-0,138457706,0,651846639,0,091819876,-1,468485913,0,854901186,-0,706006663,-1,454437057,-1,412717625,2,103650005,0,711464384,-0,457311316,1,455104153,0,859341756,0,949972833,1,671187426,0,999474964,0,454904881,0,491629805,-0,193502584,1,655167877,0,164956105,-0,290758456,-1,091973941,-1,338550546,1,288292479,0,171246724,0,278572069,0,557237089,0,786751789,-0,487183437,-1,369391243,-0,676892288,0,55376822,0,164640378,0,469060788,-2,718736528,2,110954264,-0,246105701,0,862152143,-0,313303157,2,027773582,-0,206053298,-1,602311746,0,610001078,0,674535513,1,072719413,-0,472080131,0,916790044,1,664592764,0,878694262,-1,042855327,-0,349306004,0,385897695,1,410936791,0,853832633,1,410845347,0,654353303,-1,162135511,-1,616481256,-0,122478148,2,584980503,0,403606082,-0,248902769,-0,177801473,0,229020008,-0,854558187,-0,260268168,-0,279028576,-0,549993584,1,408575704,0,302721959,0,547657767,0,086408907,0,714649163,-1,202933467,0,890741616,-0,253208316,0,391357822,-0,058821673,-0,520319079,-1,144408025,0,853430979,0,290755194,0,132266767,-0,417214637,0,124774272,0,037593575,0,325021541,0,909478725,0,027847042,1,516756905
1,007170586,-0,032755328,-1,325456497,-0,107315242,-3,052768427,-0,957438388,-0,172724718,-0,905527188,1,089491138,-0,527526989,-2,996963305,-0,568645702,1,710146843,0,882647066,-0,295426593,-0,256330614,0,60355022,-0,440339021,-0,228227455,1,184645373,-1,451332945,0,614153873,0,954520441,-0,845955017,0,549419868,-0,946337082,-0,034651451,-2,431777662,1,04447223,-1,599789539,1,250805338,0,179682664,0,500195739,-0,34579006,0,66243846,-0,028203849,1,553028711,0,138975186,-0,829555932,0,098948321,0,510287359,0,60643437,-0,026434451,0,425937852,1,069957872,-0,806178328,1,614895578,0,938206296,-0,300465054,-0,797597689,-0,673265522,1,395328691,0,134351303,0,11180548,0,957537004,-1,725360555,-0,502076524,1,591642918,0,895432057,0,176143259,0,278058712,2,323179999,0,105879841,-0,495649784,0,290893819,-0,353516655,-0,374563835,1,613489642,0,491046201,-0,706872764,1,264404229,0,391590715,-1,868467983,-0,489797895,0,062416987,1,36158485,1,662948141,-0,072545023,0,414105799,-1,449294787,-1,480056673,1,113915489,0,397036581,-0,021543675,-0,856824884,0,110750866,-0,32088692,0,235007137,-0,984089726,0,78370758,-0,009897965,-0,570875458,0,514704349,-2,041092727,-1,656788941,-0,476618112,-1,382308371,-0,206537031,-0,91861561,0,124711039,-0,893969247,-2,514755793,0,74034649,-1,568312978,-0,42521124,-2,201257339,-0,169033787,1,869854061,-0,511089204,1,101098913,0,125587941,1,729185633,1,337324367,-0,314197207,-0,194659081,1,424489018,-0,92438178,1,518071386,-1,110452433,0,572815608,0,881234197,-0,166868278,-0,591328905,2,910034566,0,809804903,-0,349005812,-0,099625865,-1,333680687,-0,87069696,-0,978580149,-0,143352082,-1,117486471,0,357886986,0,199291669,-0,691216133,-0,604369929,-0,272448895,0,592957512,-0,729148689,0,189154293,-0,453817426,1,271859004,-0,115189025,-0,743343558,-1,666408452,-0,908768983,0,901493891,1,207148523,-0,881561966,0,415834667,1,622301956,0,51725325,-0,342570651,-0,762782097,3,906774724,-1,018704839,-0,365520544,1,800357595,0,573766475,0,313921362,0,256517173,1,271353177,0,576423529,0,334685703,0,096138213,-0,16237047,1,694651286,0,779121483,-0,929216902,1,099520424,-0,532725914,-0,285135327,1,430898761,0,897818099,-0,190660454,-0,631562932,-0,462479512,1,090956538,0,426639145,1,503664352,0,514873256,1,957677587,1,475233444,-1,769093652,-0,684417505,0,284315018,1,187311637,-0,393577979,-0,626777522,-1,712857913,-0,184056475,-1,135799321,-0,589741269,1,139333656,0,4710883,-0,403369477,-0,739297829,0,967199534,-0,400388646,-0,963464219
0,935936414,-0,021351002,-0,343719139,-0,164863973,0,15511595,-0,944793341,1,06992978,0,920688581,0,078644339,2,881679212,-0,10132648,1,412566442,-0,918738975,0,279047648,-2,12914205,-0,406853594,-0,507089113,1,44647946,0,295161925,0,321249609,1,405856857,-0,794898717,1,444632892,1,283029874,-0,483983163,-1,267450279,-0,027818081,-0,407381035,0,026278316,-1,554798284,-0,87974823,-1,478842751,-0,338595971,0,979720683,0,164643293,0,161165249,-1,625641204,-2,147553918,-0,313127515,-0,099073801,-0,490176758,-0,366969984,-0,211397716,1,393086498,0,856717858,-1,385511161,1,907750295,0,741870464,0,355552455,-1,274759258,-0,065607271,0,798486432,-0,573501359,0,050670936,1,692843855,1,026300047,-0,5052949,-0,186548818,-0,749073834,0,246787893,0,027244506,-0,371937721,-0,191869263,-0,638984209,1,051990787,-0,091276326,-1,308833958,-0,112843105,0,321367986,1,290444358,-0,074838997,-0,425591698,-1,094373293,-0,981843161,-1,666355094,-0,632181094,-0,078762505,1,947367151,-0,399270695,0,191660044,-0,221035038,-0,372914302,-0,403998993,-0,007599399,-0,623776534,0,210207777,0,422756431,-0,160513442,-0,306364547,-0,433207062,0,243637764,1,609888323,0,068612574,1,096536711,-1,042576874,-0,176043815,0,101122165,0,390398814,-0,90979026,-2,883720845,0,646262288,0,713824534,-1,744452963,0,531963552,0,099683094,-0,189842877,-0,787873903,-1,480744792,0,132880488,0,960834055,-1,317235756,-0,181787064,0,187803574,-0,726835119,-1,021019139,-0,42059024,0,630531826,0,715130239,-1,664970142,0,920979319,0,501848532,1,976210329,0,834435502,0,221017817,-1,065216541,0,203597178,1,438900721,1,070924145,-0,923566453,-0,554891035,1,269531129,1,898456426,-1,499971844,0,904043798,-1,38565534,-0,091557593,1,505208062,0,390028722,1,727557412,1,940214464,-1,411866019,-1,936110339,-1,504130125,-1,203832408,0,895540062,1,558668094,-0,435506571,-1,107787484,0,536538227,-0,398459984,0,475630047,0,458280008,-0,501278191,0,164153273,-3,828621555,-0,767164795,-0,492792981,0,040056086,-0,950388982,0,337504569,0,662696421,0,66577142,-2,151912372,1,479022211,1,378836837,-0,411427673,0,258109375,-0,135046687,-1,207086275,-0,010636084,0,08421904,-0,134967247,-0,468077697,-1,347398229,-1,165825773,0,165662831,-0,675190641,0,9797611,0,23027735,0,346810306,-0,882944433,1,019377684,-1,374455087,1,490078267,-0,620950635,-0,54193403,0,051166543,-0,783913378,-0,327702761,-0,589303726,-0,975238279,0,182472858,0,359871218,1,901185719,-2,655152933,1,048259572,0,286847028,1,139650383,1,769124461,-0,404290732
0,870764882,-0,022071308,1,175482524,0,489942771,1,179078817,0,292060195,0,095554987,1,215250966,-1,795239121,-2,118210989,-1,052958746,2,205392156,-0,522875397,0,615770388,1,008013173,-1,23992871,-0,324242832,-1,226831224,-0,46318949,1,05444299,-1,710539267,0,211465684,-0,086750434,1,617230315,0,658436978,1,267361679,-1,258322413,0,810287167,0,698406677,0,867858421,0,032105989,-0,530739766,-0,442197608,-1,932413192,-2,914947457,-1,715454337,1,083985257,-0,33623036,1,136260614,0,427863284,-1,289543935,0,660578053,0,177883054,-0,110678659,-0,830086138,0,413944848,1,532637502,-1,528803916,-0,386307588,-2,048794888,-1,196050563,0,480901595,0,430919618,0,505641006,-0,25912244,-1,314705587,0,623178053,1,323168079,0,276612598,-0,333871759,-1,12570939,0,440760383,0,332402313,-1,153501312,-0,373629072,1,061117135,1,439809042,-0,363770826,0,82537258,1,570602526,-0,687339805,0,007881044,-0,175631898,-0,653612232,1,081751867,0,006979625,0,036537203,0,202073889,-1,825802946,0,650803754,-1,309773753,0,651637245,1,349039032,-0,775695541,-0,335723883,-1,228905021,1,071654256,-0,567001713,-1,068174547,-0,756385406,0,535702067,0,133930176,0,277509347,0,264951024,-1,018489877,-2,019704108,-0,218085316,-0,095897234,0,363560855,-0,932222026,0,4662304,0,616278468,-0,44954175,-1,850999387,-0,624673635,-0,971803325,0,645589766,-0,312222948,-0,269085565,-0,695438884,1,490494961,-2,385094949,0,989207608,0,441278272,0,530613153,-0,123805033,-1,693131388,1,317173449,-1,958946775,0,075380915,0,240472458,-1,252142363,-0,045759492,0,292820189,-1,120495842,-0,545366365,0,220226133,-2,025082681,0,309277308,1,275832168,1,41639665,0,032489217,0,016100438,1,283232366,-1,224946422,0,316130694,-0,391695072,-0,950164028,0,143621278,1,017663568,-1,64211132,-0,849990953,-0,811771524,-0,486133207,-1,566971105,-1,06694975,0,206660403,-0,161234717,1,425148115,-0,727874179,-1,489629001,1,998381813,-1,141233606,1,312802044,0,775911199,0,696118757,-0,16263596,-0,389172373,-0,965626686,1,025327685,0,53461554,-0,352060043,2,197048115,0,458433145,-0,881319026,-0,419031997,2,302202954,-0,430772664,-0,040304518,-0,306335885,-0,803873442,-0,468097527,-0,988637979,-1,6373997,-1,057365565,-0,706122815,-1,224833518,-2,089949464,0,228621474,0,794059197,-0,419357282,-0,195959378,0,897345231,-0,064911145,-0,457302098,-0,14665328,1,147076804,-1,861726345,-0,829096462,-0,484479497,-0,733376235,0,508800711,0,288534428,-1,299665443,0,429210678,1,033263981,-0,108592114,-1,215805475,-1,096059357,-1,547625364
0,941279749,0,055451055,0,197005428,1,053602681,0,02683437,0,54993802,1,35873032,0,601923367,-1,307705759,0,593026833,0,810541217,0,501645183,-2,186809641,-0,105994286,-0,104528822,0,755884829,-0,388850851,-2,287914018,0,871448865,0,119097889,2,053717451,-0,665335022,1,164656572,-1,015520412,0,16619883,-1,607695022,-2,290773081,-0,927681296,-0,874822609,0,301920405,0,773126746,1,011533115,0,2793631,-1,531425393,-1,862966432,-0,461502667,-0,296112994,-0,482826973,1,599461486,0,328380179,-1,310510073,2,134325995,-1,018225454,-0,601667826,1,645938435,-0,131699095,-1,427679588,-2,047564742,1,418154305,-0,036861973,-1,046425504,-0,973285726,2,174411662,-1,354528153,-1,198077875,0,254050324,-0,236801161,0,21638064,-1,159133414,0,658832063,0,158285826,0,913742098,1,466202818,1,185145106,-0,912790987,0,866066388,-0,159700231,1,282220566,0,268508179,-0,092211236,0,888627502,2,266172426,-0,505243934,0,184751289,-0,581702679,1,725274274,1,612915192,1,344945066,0,940637771,-1,108862053,0,670386175,0,349338175,2,746647444,0,247629831,-1,097720289,-0,600480596,0,066387966,-0,664297411,-1,106615795,0,802690432,0,967610922,0,800653158,-1,208566565,1,063547595,0,668494002,0,99249835,-1,672605304,0,311238835,0,353428155,-0,266472641,-1,694164993,0,052029035,0,962793007,-2,695733618,0,661924144,2,283138338,0,307522458,2,265536086,0,750644804,0,041803711,-0,002933723,-0,0093082,1,526769891,-1,641097597,-2,470310426,-1,51021125,-0,336165631,0,579639451,1,615497981,-2,160783605,-0,395086007,-0,146485876,-1,108120429,0,188315425,1,202977397,-1,220310561,-1,098301682,0,561329374,0,213149501,-0,003467208,-0,838798933,-1,223555023,1,140662363,0,330077174,-0,02697813,-0,111876792,0,038432393,0,559673452,-0,129648827,-0,540817433,-0,440255997,0,63598838,-1,404221091,-0,283094717,-0,338164005,-1,849728892,0,642179085,-0,000337367,0,69057964,0,198084486,0,650502329,-0,928293032,0,018992745,1,041527645,-0,152246788,-1,077716841,-1,33323458,-0,837958041,-1,03761892,-0,063152057,-0,395027235,-0,876519885,0,572822205,0,433283163,-0,372836848,-0,463576403,-0,83808501,0,969375966,-2,067009553,0,442173887,-1,795157094,0,826282004,-0,519523329,0,299350102,0,766407775,-1,220567624,1,218163894,-1,276059325,-0,451964195,-1,710534232,0,20807178,-0,039898582,0,072595027,1,335622308,0,4401772,0,350664608,0,602295046,-0,267726084,0,429632251,-0,594577096,0,154969236,0,175919188,0,331580922,-0,645156739,-0,584719327,1,228029876,-0,394556395,-1,519827154,0,382874014,0,856973913
0,995743478,0,070335115,0,073733728,0,597752417,1,041085329,0,262918922,-0,09964329,2,207605496,-1,038379665,-0,336872173,0,310214266,0,58734246,1,052140925,-0,478204175,0,812930229,-1,094629205,-0,780117907,2,011165967,0,357898012,0,371338131,-0,123807583,1,689753725,0,034529377,-1,625493227,2,889229664,1,729317492,0,00392607,-0,759591252,0,569825864,-0,371835338,1,37613928,-0,150791412,-1,765012131,0,077230507,-0,862703897,0,256035754,-0,345703451,-0,280256485,-0,688253072,0,295530857,-1,139536431,0,238099077,1,394870345,-0,414113538,-0,193213952,-0,71211189,1,317285057,-0,567752543,-0,514227803,0,95070566,1,09731376,1,225114644,-0,874622059,-0,445227745,0,233534153,0,819665533,0,533730284,-1,918197487,-0,440464172,1,84947741,0,086765523,0,658708552,-0,460143692,1,103697747,0,158154262,0,384587356,0,907371246,0,060754716,1,614024313,-0,336376805,0,407220744,1,165934933,0,044284413,1,592735701,-0,074288475,0,647643476,-1,595819178,-1,855863142,-0,238059815,-0,183889572,-0,620909168,0,224464507,0,55774072,-0,129791563,-0,522644826,0,406459793,-0,446842347,-0,774666565,-0,28095902,-1,075796087,-0,463331997,0,343026348,0,80759885,1,936589401,-0,168980407,-0,234271229,-1,15849807,-1,546598764,-1,645871806,1,053634723,-0,874196618,-0,770882563,-1,383193354,0,010123184,1,510569455,1,029996027,0,530695435,-0,472186738,-0,002354544,-0,987118333,0,021177421,-0,441315047,-1,153672079,0,724646952,0,465001083,1,917353574,-0,605186811,0,192897474,0,938941358,0,666141279,0,658009621,-1,852153607,1,139479997,-1,485069102,-0,469102752,-0,06537512,0,463149042,-1,318822652,0,549723221,0,067221025,-0,280320985,0,375328625,1,802201166,0,018856448,-0,479791453,0,679423068,-0,849292222,0,430260664,-1,17528674,-1,013462815,-0,141724476,0,788322678,0,76706874,-1,453479521,0,096780792,-0,84385594,0,03627863,-1,368733296,0,369540574,1,960703548,0,697524066,0,832790615,-2,045603069,-0,962777464,0,273452231,-0,571658244,-0,078990953,0,122920052,-0,893599618,0,566564254,-0,761190808,0,573654339,0,093572288,0,049067994,1,274759466,-0,028420458,-0,053784653,0,171774798,0,177642509,-0,013541848,0,891924168,-0,412029994,0,047386439,-0,522178412,0,883250313,-0,093171229,-0,445887605,-0,913854892,0,837649623,-1,172765949,-0,461125432,1,072425027,0,545674934,0,075820745,-0,196623568,-1,416140621,-0,165451361,0,79008213,0,194375399,0,937139171,-0,839011202,0,87763261,-0,690866956,-0,025580859,0,219323399,-0,638988619,0,56550671,0,000334201,-0,480673601,0,508443779
1,116964984,0,045572342,0,033206598,-0,961078337,0,582707586,-0,460676187,-1,31944269,0,539062677,-1,749778475,0,218902089,-0,007381676,-0,482835267,0,946740411,0,517774819,1,873122933,-0,737653212,1,630402764,0,32773331,0,478923772,1,623798152,-0,38864367,1,15136125,0,859280932,-0,027535591,-1,527556745,0,730879064,-0,378058233,0,598311143,0,538176823,-0,618912111,-2,103930564,-0,675902737,-0,304347189,-1,437165547,-1,127121289,0,572508487,-1,484145423,0,724358269,0,385262514,-0,918694109,-1,14782946,-1,725698899,1,276659782,-0,34499619,-0,860670886,1,272623935,-0,63168422,-0,230959043,-0,166961227,1,889410348,-0,905564072,-0,721305939,0,055439336,1,011865397,1,541812495,0,283884179,0,395972653,0,805576522,-1,296590586,0,256600254,-1,517102889,-0,81028445,-0,962381172,1,141577087,-0,091524299,1,499772426,1,692022887,-1,822929777,-1,656072958,0,258618641,0,397650535,-0,291615567,0,344315348,1,747779539,-1,208238583,-1,773339696,0,530241413,1,073804838,1,740806114,0,721272779,2,231144483,0,084707881,1,013206479,0,078365882,0,761441656,0,453085419,-0,819825508,1,827994461,-1,146742112,0,390184202,0,400845143,0,549520892,0,129790125,-1,276819652,-0,470886557,-1,363540285,-0,217101485,0,342876352,0,636528651,-0,830156667,-1,006915199,-0,252862669,0,33520511,-0,691269454,-0,522870103,0,710133774,2,645136503,-0,918405083,-0,313883689,-1,968376043,0,995707054,-0,468668115,-0,861654004,1,617009281,1,681222426,-0,28323921,2,177131879,-2,28595153,-0,331030174,0,494914114,1,218580726,-0,117578463,-0,224627612,0,228984612,-0,419500005,-2,504235866,-0,686547677,0,392508561,-0,485323194,-1,309607095,1,478404187,-0,66090502,-0,861150355,-0,092982598,-0,174468745,0,161182448,1,152028843,-1,277889703,0,338697721,1,290874238,-0,045969903,-1,373515663,-0,986723193,-1,46737471,1,402091189,0,190411663,0,864831215,-0,343025297,1,206254195,-0,447116287,-0,605965595,-1,318676185,0,395186378,-0,142159791,-0,772433342,0,973347619,0,241679797,0,175972768,1,375746465,0,472002799,0,302919122,0,791244477,0,577155699,-0,470329886,-0,007910599,2,236768066,-0,730134393,0,114178315,1,282084764,2,856930057,-0,037373581,1,869038616,-0,220059798,1,228862492,-0,358618263,1,614054671,0,241340435,0,131307978,0,136406202,0,603126943,-1,120975197,0,695619772,-2,592503099,-1,050483919,0,394562892,-0,2387465,-0,510700427,1,917373843,0,758837791,0,926205739,-0,915332504,-0,851030173,0,722357211,-1,424732143,-0,77491607,-0,977723043,-0,800661339,-1,276116604,0,211947157,-1,546735728
